N_img,x_wp,y_wp,class
img777,621,408,0
img777,441,427,1
img777,623,424,0
img777,446,443,1
img777,624,441,0
img777,453,458,1
img777,627,456,0
img777,461,474,1
img777,629,472,0
img777,470,490,1
img777,629,489,0
img777,476,506,1
img777,633,506,0
img777,486,522,1
img777,631,525,0
img777,493,538,1
img777,631,542,0
img777,501,555,1
img777,625,560,0
img777,509,571,1
img777,622,580,0
img777,517,587,1
img778,374,69,0
img778,69,372,1
img778,420,69,0
img778,70,414,1
img778,461,66,0
img778,67,456,1
img778,494,71,0
img778,71,488,1
img778,539,70,0
img778,72,530,1
img778,581,70,0
img778,68,577,1
img778,622,67,0
img778,71,611,1
img778,658,69,0
img778,69,649,1
img778,672,87,0
img778,69,687,1
img778,734,73,0
img778,71,724,1
img778,730,115,0
img778,103,732,1
img778,731,156,0
img778,147,730,1
img778,733,191,0
img778,183,732,1
img778,732,227,0
img778,219,732,1
img778,732,264,0
img778,259,730,1
img778,730,306,0
img778,298,730,1
img778,732,344,0
img778,338,732,1
img778,732,380,0
img778,375,731,1
img778,732,416,0
img778,412,731,1
img779,301,503,0
img779,632,688,1
img779,307,491,0
img779,643,676,1
img779,305,470,0
img779,650,662,1
img779,316,460,0
img779,657,650,1
img779,328,450,0
img779,664,638,1
img779,338,439,0
img779,672,625,1
img779,351,428,0
img779,679,609,1
img779,361,416,0
img779,687,597,1
img779,374,407,0
img779,693,584,1
img779,384,395,0
img779,701,571,1
img779,397,385,0
img779,708,557,1
img779,407,373,0
img779,716,545,1
img780,305,201,0
img780,206,355,1
img780,328,209,0
img780,221,373,1
img780,350,220,0
img780,234,396,1
img780,366,234,0
img780,247,416,1
img780,382,250,0
img780,259,437,1
img780,399,266,0
img780,274,458,1
img780,417,282,0
img780,288,479,1
img780,434,299,0
img780,304,497,1
img780,454,316,0
img780,318,524,1
img780,469,331,0
img780,329,547,1
img780,486,345,0
img780,344,564,1
img780,503,362,0
img780,356,585,1
img780,520,377,0
img780,375,601,1
img780,537,393,0
img780,405,597,1
img781,463,280,0
img781,243,369,1
img781,472,294,0
img781,250,383,1
img781,480,306,0
img781,268,393,1
img781,490,319,0
img781,272,408,1
img781,497,333,0
img781,268,426,1
img781,505,345,0
img781,273,439,1
img781,515,358,0
img781,278,454,1
img781,523,371,0
img781,284,467,1
img781,531,384,0
img781,291,481,1
img781,541,398,0
img781,296,495,1
img781,541,414,0
img781,302,509,1
img781,549,426,0
img781,308,523,1
img781,561,438,0
img781,313,538,1
img781,566,454,0
img781,319,553,1
img781,572,468,0
img781,324,567,1
img781,577,482,0
img781,331,580,1
img781,583,497,0
img781,337,596,1
img781,589,511,0
img781,351,608,1
img781,595,525,0
img781,369,616,1
img781,602,539,0
img781,385,626,1
img781,607,553,0
img781,402,636,1
img781,612,567,0
img781,420,646,1
img781,618,582,0
img781,438,656,1
img781,624,597,0
img781,457,665,1
img781,630,609,0
img781,470,675,1
img782,103,433,0
img782,139,607,1
img782,125,360,0
img782,170,598,1
img782,134,238,0
img782,202,597,1
img782,162,229,0
img782,230,592,1
img782,185,199,0
img782,262,586,1
img782,222,193,0
img782,299,577,1
img782,255,185,0
img782,331,570,1
img782,287,177,0
img782,363,564,1
img782,323,189,0
img782,395,558,1
img782,361,210,0
img782,426,553,1
img782,404,242,0
img782,462,543,1
img782,448,268,0
img782,499,535,1
img782,483,286,0
img782,531,532,1
img783,172,256,0
img783,421,691,1
img783,183,250,0
img783,431,686,1
img783,195,244,0
img783,443,680,1
img783,206,238,0
img783,455,672,1
img783,216,232,0
img783,465,665,1
img783,230,224,0
img783,478,660,1
img783,242,218,0
img783,490,654,1
img783,251,211,0
img783,502,646,1
img783,263,206,0
img783,513,641,1
img783,273,199,0
img783,523,634,1
img783,285,193,0
img783,533,627,1
img783,296,185,0
img783,547,622,1
img784,348,303,0
img784,315,610,1
img784,362,285,0
img784,327,611,1
img784,377,267,0
img784,340,612,1
img784,391,249,0
img784,353,614,1
img784,406,243,0
img784,364,614,1
img784,418,243,0
img784,377,615,1
img784,430,245,0
img784,390,619,1
img784,442,247,0
img784,401,620,1
img784,455,248,0
img784,413,620,1
img784,467,248,0
img784,426,621,1
img784,478,250,0
img784,438,623,1
img784,490,250,0
img784,450,625,1
img784,503,252,0
img784,463,625,1
img784,516,253,0
img784,475,628,1
img784,527,254,0
img784,487,628,1
img784,540,256,0
img784,499,629,1
img784,553,258,0
img784,511,632,1
img784,565,259,0
img784,523,632,1
img784,577,261,0
img784,536,633,1
img784,589,262,0
img784,548,635,1
img784,602,263,0
img784,560,636,1
img784,614,265,0
img784,573,637,1
img784,626,267,0
img784,585,639,1
img784,635,284,0
img784,597,642,1
img784,648,294,0
img784,610,643,1
img784,659,313,0
img784,622,643,1
img784,668,331,0
img784,634,644,1
img784,679,344,0
img784,646,646,1
img784,688,364,0
img784,658,647,1
img785,451,133,0
img785,141,631,1
img785,472,139,0
img785,165,631,1
img785,495,137,0
img785,183,636,1
img785,514,143,0
img785,205,636,1
img785,538,145,0
img785,228,640,1
img785,559,146,0
img785,248,642,1
img785,578,152,0
img785,269,644,1
img785,599,154,0
img785,290,647,1
img785,622,156,0
img785,313,651,1
img785,647,159,0
img785,338,653,1
img785,667,160,0
img785,355,658,1
img786,351,207,0
img786,169,338,1
img786,374,224,0
img786,176,366,1
img786,397,239,0
img786,178,395,1
img786,417,257,0
img786,187,422,1
img786,441,274,0
img786,191,453,1
img786,464,292,0
img786,219,468,1
img786,490,309,0
img786,246,484,1
img786,508,325,0
img786,268,499,1
img786,528,342,0
img786,290,512,1
img786,540,371,0
img786,323,526,1
img786,554,397,0
img786,351,543,1
img786,560,423,0
img786,375,557,1
img786,572,450,0
img786,403,572,1
img786,586,475,0
img786,431,587,1
img787,501,234,0
img787,118,422,1
img787,509,245,0
img787,132,431,1
img787,517,257,0
img787,147,439,1
img787,524,270,0
img787,162,448,1
img787,531,281,0
img787,176,456,1
img787,538,293,0
img787,195,463,1
img787,546,305,0
img787,212,470,1
img787,554,318,0
img787,227,478,1
img787,561,329,0
img787,240,486,1
img787,568,339,0
img787,255,493,1
img787,575,352,0
img787,270,501,1
img787,582,363,0
img787,286,509,1
img787,584,378,0
img787,301,517,1
img787,589,391,0
img787,318,524,1
img787,603,401,0
img787,331,534,1
img787,611,411,0
img787,346,541,1
img787,618,423,0
img787,361,550,1
img787,625,435,0
img787,375,558,1
img787,634,447,0
img787,393,564,1
img787,641,459,0
img787,408,573,1
img787,646,470,0
img787,423,580,1
img787,649,485,0
img787,438,588,1
img787,654,497,0
img787,454,596,1
img787,661,509,0
img787,468,603,1
img787,666,521,0
img787,482,613,1
img787,682,529,0
img787,498,619,1
img787,691,540,0
img787,515,627,1
img787,700,553,0
img787,526,638,1
img788,74,108,0
img788,123,724,1
img788,101,107,0
img788,149,722,1
img788,127,103,0
img788,174,719,1
img788,150,102,0
img788,198,717,1
img788,174,101,0
img788,221,716,1
img788,198,97,0
img788,246,715,1
img788,223,96,0
img788,271,713,1
img788,251,93,0
img788,296,697,1
img788,274,92,0
img788,320,697,1
img788,298,90,0
img788,345,707,1
img788,325,88,0
img788,373,705,1
img788,352,87,0
img788,400,703,1
img788,375,86,0
img788,424,701,1
img788,402,84,0
img788,450,698,1
img788,428,79,0
img788,475,696,1
img788,449,78,0
img788,497,695,1
img788,473,77,0
img788,520,694,1
img788,498,76,0
img788,546,693,1
img788,526,73,0
img788,573,691,1
img788,549,73,0
img788,598,687,1
img788,573,69,0
img788,622,685,1
img788,601,68,0
img788,649,682,1
img788,626,64,0
img788,674,681,1
img788,650,62,0
img788,698,679,1
img788,675,60,0
img788,722,670,1
img789,66,594,0
img789,242,717,1
img789,60,497,0
img789,386,727,1
img789,71,410,0
img789,507,719,1
img789,72,311,0
img789,644,717,1
img789,120,238,0
img789,693,646,1
img789,165,171,0
img789,733,572,1
img789,207,116,0
img789,737,488,1
img789,312,84,0
img789,725,378,1
img789,420,64,0
img789,739,294,1
img789,559,74,0
img789,733,202,1
img790,125,435,0
img790,616,466,1
img790,120,419,0
img790,616,453,1
img790,117,406,0
img790,617,439,1
img790,113,391,0
img790,618,425,1
img790,109,376,0
img790,621,410,1
img790,106,362,0
img790,621,397,1
img790,102,348,0
img790,621,383,1
img790,99,334,0
img790,622,369,1
img790,100,320,0
img790,624,355,1
img790,102,306,0
img790,606,341,1
img790,102,292,0
img790,583,328,1
img790,102,279,0
img790,568,311,1
img790,104,264,0
img790,545,296,1
img790,106,250,0
img790,526,281,1
img791,455,58,0
img791,59,334,1
img791,493,57,0
img791,65,353,1
img791,525,58,0
img791,77,367,1
img791,563,58,0
img791,57,410,1
img791,599,60,0
img791,58,435,1
img791,643,60,0
img791,58,465,1
img791,682,57,0
img791,56,492,1
img791,715,60,0
img791,58,516,1
img791,743,71,0
img791,58,545,1
img791,745,97,0
img791,56,573,1
img791,746,122,0
img791,56,599,1
img791,743,149,0
img791,57,625,1
img791,747,172,0
img791,56,649,1
img791,741,203,0
img791,56,677,1
img791,743,229,0
img791,55,707,1
img791,743,256,0
img791,57,731,1
img791,743,283,0
img791,81,742,1
img791,745,307,0
img791,116,741,1
img791,743,334,0
img791,155,739,1
img791,745,357,0
img791,188,742,1
img791,743,385,0
img791,232,739,1
img791,716,428,0
img791,273,740,1
img791,728,447,0
img791,309,742,1
img791,745,464,0
img791,346,741,1
img792,442,411,0
img792,424,627,1
img792,462,413,0
img792,444,631,1
img792,481,416,0
img792,465,631,1
img792,501,417,0
img792,484,633,1
img792,521,418,0
img792,503,635,1
img792,540,419,0
img792,523,635,1
img792,560,420,0
img792,542,637,1
img792,578,422,0
img792,561,637,1
img792,597,422,0
img792,580,640,1
img792,615,426,0
img792,592,625,1
img792,635,428,0
img792,609,619,1
img792,652,428,0
img792,636,645,1
img792,672,431,0
img792,654,645,1
img792,691,434,0
img792,676,648,1
img792,712,433,0
img792,694,648,1
img793,79,112,0
img793,116,581,1
img793,94,111,0
img793,131,580,1
img793,110,111,0
img793,147,579,1
img793,126,110,0
img793,162,580,1
img793,142,110,0
img793,179,579,1
img793,158,110,0
img793,195,579,1
img793,174,110,0
img793,211,579,1
img793,191,110,0
img793,227,577,1
img793,208,110,0
img793,244,577,1
img793,223,110,0
img793,260,576,1
img793,240,110,0
img793,277,575,1
img793,256,110,0
img793,292,575,1
img793,271,109,0
img793,308,574,1
img793,286,110,0
img793,322,573,1
img793,304,109,0
img793,339,572,1
img793,320,109,0
img793,352,548,1
img793,338,108,0
img793,370,547,1
img793,354,108,0
img793,391,571,1
img793,370,108,0
img793,407,570,1
img793,386,109,0
img793,422,571,1
img793,403,108,0
img793,439,570,1
img793,418,107,0
img793,455,568,1
img793,435,106,0
img793,471,568,1
img793,451,105,0
img793,487,566,1
img793,469,106,0
img793,505,566,1
img793,484,107,0
img793,519,562,1
img793,500,106,0
img793,535,565,1
img793,514,106,0
img793,550,564,1
img793,532,106,0
img793,568,564,1
img793,550,106,0
img793,586,564,1
img793,566,106,0
img793,602,564,1
img793,581,105,0
img793,616,563,1
img793,596,104,0
img793,632,562,1
img793,612,104,0
img793,648,562,1
img793,628,105,0
img793,665,562,1
img793,643,106,0
img793,680,560,1
img793,661,104,0
img793,696,559,1
img793,678,104,0
img793,713,558,1
img794,746,222,0
img794,57,391,1
img794,744,241,0
img794,57,410,1
img794,744,262,0
img794,60,433,1
img794,747,284,0
img794,58,455,1
img794,745,305,0
img794,58,476,1
img794,745,327,0
img794,61,496,1
img794,747,347,0
img794,57,519,1
img794,747,366,0
img794,57,537,1
img794,747,384,0
img794,61,553,1
img794,745,405,0
img794,60,576,1
img795,134,620,0
img795,255,734,1
img795,149,587,0
img795,318,740,1
img795,160,552,0
img795,372,738,1
img795,177,513,0
img795,430,735,1
img795,194,475,0
img795,493,736,1
img795,208,437,0
img795,550,734,1
img795,222,402,0
img795,605,735,1
img795,240,361,0
img795,663,730,1
img795,257,323,0
img795,718,725,1
img795,277,289,0
img795,732,687,1
img795,307,257,0
img795,734,632,1
img795,342,238,0
img795,737,587,1
img795,377,222,0
img795,735,536,1
img795,416,202,0
img795,736,485,1
img795,455,185,0
img795,735,432,1
img795,497,164,0
img795,734,375,1
img795,528,144,0
img795,742,335,1
img795,573,129,0
img795,734,274,1
img795,612,103,0
img795,740,222,1
img796,90,228,0
img796,458,739,1
img796,100,218,0
img796,473,735,1
img796,110,208,0
img796,487,732,1
img796,121,199,0
img796,502,726,1
img796,131,187,0
img796,516,721,1
img796,147,185,0
img796,530,717,1
img796,156,177,0
img796,545,716,1
img796,161,159,0
img796,559,711,1
img796,172,149,0
img796,574,708,1
img796,180,140,0
img796,587,704,1
img796,197,135,0
img796,601,698,1
img796,208,125,0
img796,611,685,1
img796,210,110,0
img796,624,679,1
img796,222,99,0
img796,646,688,1
img796,252,114,0
img796,659,685,1
img796,261,104,0
img796,673,680,1
img796,251,71,0
img796,686,677,1
img797,68,469,0
img797,549,729,1
img797,70,420,0
img797,625,720,1
img797,71,365,0
img797,732,720,1
img797,72,310,0
img797,731,664,1
img797,72,251,0
img797,731,604,1
img797,70,196,0
img797,731,551,1
img797,75,142,0
img797,731,494,1
img797,76,81,0
img797,731,434,1
img797,165,78,0
img797,731,380,1
img797,270,82,0
img797,729,327,1
img798,131,307,0
img798,427,573,1
img798,139,295,0
img798,439,565,1
img798,151,286,0
img798,453,558,1
img798,162,276,0
img798,467,551,1
img798,171,265,0
img798,479,542,1
img798,183,254,0
img798,496,536,1
img798,193,245,0
img798,508,529,1
img798,203,235,0
img798,519,520,1
img798,215,226,0
img798,529,509,1
img798,227,215,0
img798,548,505,1
img799,212,73,0
img799,73,237,1
img799,256,77,0
img799,80,282,1
img799,310,71,0
img799,73,351,1
img799,338,92,0
img799,77,402,1
img799,406,75,0
img799,77,463,1
img799,455,73,0
img799,74,523,1
img799,502,78,0
img799,79,576,1
img799,561,73,0
img799,77,644,1
img799,608,72,0
img799,74,702,1
img799,649,73,0
img799,96,728,1
img799,695,73,0
img799,144,725,1
img799,723,101,0
img799,196,724,1
img799,723,161,0
img799,245,726,1
img799,723,224,0
img799,301,723,1
img799,723,286,0
img799,350,728,1
img799,727,337,0
img799,395,728,1
img799,723,398,0
img799,446,726,1
img799,724,457,0
img799,495,727,1
img799,724,514,0
img799,542,728,1
img799,723,570,0
img799,591,726,1
img800,438,56,0
img800,74,231,1
img800,471,55,0
img800,53,255,1
img800,500,55,0
img800,52,270,1
img800,529,55,0
img800,55,283,1
img800,559,55,0
img800,51,299,1
img800,588,56,0
img800,51,314,1
img800,621,56,0
img800,52,328,1
img800,652,55,0
img800,51,343,1
img800,683,55,0
img800,51,358,1
img800,715,54,0
img800,52,371,1
img800,741,56,0
img800,52,386,1
img800,749,67,0
img800,52,400,1
img800,747,81,0
img800,51,414,1
img800,750,94,0
img800,52,429,1
img800,748,110,0
img800,53,444,1
img800,748,125,0
img800,53,458,1
img800,749,139,0
img800,53,473,1
img800,750,152,0
img800,53,486,1
img800,748,167,0
img800,52,501,1
img800,748,184,0
img800,55,516,1
img800,748,197,0
img800,52,531,1
img800,748,212,0
img800,54,545,1
img800,749,226,0
img800,51,561,1
img800,748,240,0
img800,51,575,1
img800,746,256,0
img800,52,590,1
img800,750,270,0
img800,53,604,1
img800,717,299,0
img800,51,618,1
img800,723,311,0
img800,52,633,1
img800,748,313,0
img800,52,647,1
img800,747,327,0
img800,51,662,1
img800,748,342,0
img800,51,676,1
img800,748,357,0
img800,54,690,1
img800,748,371,0
img800,51,706,1
img800,749,385,0
img800,53,720,1
img800,748,401,0
img800,51,735,1
img800,748,416,0
img800,57,746,1
img800,748,430,0
img800,92,744,1
img800,748,444,0
img800,121,746,1
img800,747,459,0
img800,149,746,1
img800,748,474,0
img800,182,746,1
img800,748,488,0
img800,211,746,1
img800,749,502,0
img800,242,746,1
img800,748,518,0
img800,272,746,1
img800,748,532,0
img800,319,738,1
img800,748,545,0
img800,330,747,1
img800,747,561,0
img800,362,746,1
img801,149,426,0
img801,377,616,1
img801,135,385,0
img801,389,598,1
img801,105,333,0
img801,404,583,1
img801,92,290,0
img801,416,561,1
img801,57,235,0
img801,430,542,1
img801,71,218,0
img801,442,524,1
img801,84,200,0
img801,455,504,1
img801,100,182,0
img801,469,485,1
img801,116,164,0
img801,482,465,1
img801,128,146,0
img801,496,448,1
img801,141,128,0
img801,506,428,1
img801,157,112,0
img801,520,411,1
img801,170,93,0
img801,532,391,1
img801,184,75,0
img801,547,374,1
img801,202,59,0
img801,557,352,1
img801,237,58,0
img801,557,317,1
img801,276,61,0
img801,575,305,1
img801,313,61,0
img801,596,298,1
img801,358,65,0
img801,608,275,1
img801,393,64,0
img801,624,257,1
img801,428,66,0
img801,636,241,1
img802,138,184,0
img802,254,606,1
img802,156,182,0
img802,271,603,1
img802,175,184,0
img802,288,601,1
img802,197,181,0
img802,310,597,1
img802,217,177,0
img802,332,597,1
img802,236,179,0
img802,349,592,1
img802,257,177,0
img802,371,591,1
img802,276,175,0
img802,390,588,1
img802,296,170,0
img802,410,588,1
img802,316,170,0
img802,428,584,1
img802,336,171,0
img802,449,582,1
img802,357,169,0
img802,470,580,1
img802,377,168,0
img802,490,577,1
img802,395,164,0
img802,506,575,1
img802,414,164,0
img802,527,573,1
img802,438,160,0
img802,549,570,1
img802,457,162,0
img802,568,568,1
img802,476,160,0
img802,588,567,1
img802,494,155,0
img802,606,566,1
img802,516,157,0
img802,627,560,1
img802,536,155,0
img802,647,559,1
img803,155,71,0
img803,214,640,1
img803,170,72,0
img803,224,617,1
img803,184,70,0
img803,236,613,1
img803,197,71,0
img803,256,638,1
img803,210,73,0
img803,268,638,1
img803,224,71,0
img803,283,638,1
img803,238,71,0
img803,295,636,1
img803,250,71,0
img803,308,636,1
img803,264,71,0
img803,322,636,1
img803,277,70,0
img803,336,636,1
img803,290,70,0
img803,349,634,1
img803,305,71,0
img803,363,635,1
img803,318,71,0
img803,377,636,1
img803,331,71,0
img803,391,632,1
img803,345,70,0
img803,403,632,1
img803,359,71,0
img803,417,632,1
img803,373,70,0
img803,431,632,1
img803,387,71,0
img803,445,632,1
img803,400,69,0
img803,458,630,1
img803,413,70,0
img803,471,630,1
img803,428,70,0
img803,486,629,1
img803,441,69,0
img803,499,628,1
img803,455,70,0
img803,512,628,1
img803,469,69,0
img803,526,628,1
img803,481,69,0
img803,540,626,1
img803,495,69,0
img803,554,626,1
img803,509,69,0
img803,567,626,1
img803,522,69,0
img803,580,626,1
img803,535,69,0
img803,593,624,1
img803,549,70,0
img803,607,625,1
img803,563,69,0
img803,618,610,1
img803,577,69,0
img803,630,608,1
img804,335,552,0
img804,563,692,1
img804,297,510,0
img804,579,682,1
img804,247,464,0
img804,596,673,1
img804,215,426,0
img804,612,664,1
img804,180,391,0
img804,628,654,1
img804,190,378,0
img804,644,646,1
img804,204,366,0
img804,662,637,1
img804,218,356,0
img804,679,627,1
img804,231,343,0
img804,690,614,1
img804,243,334,0
img804,687,592,1
img804,258,324,0
img804,679,570,1
img804,291,319,0
img804,671,546,1
img804,297,306,0
img804,667,525,1
img804,297,291,0
img804,660,504,1
img804,312,281,0
img804,653,480,1
img804,326,268,0
img804,645,455,1
img804,339,259,0
img804,640,435,1
img804,362,250,0
img804,633,411,1
img804,368,236,0
img804,626,387,1
img804,383,226,0
img804,621,366,1
img804,395,215,0
img804,616,344,1
img805,96,275,0
img805,164,724,1
img805,106,248,0
img805,180,728,1
img805,113,223,0
img805,197,731,1
img805,129,219,0
img805,213,734,1
img805,145,217,0
img805,229,737,1
img805,161,215,0
img805,247,741,1
img805,175,211,0
img805,263,745,1
img805,192,209,0
img805,280,749,1
img805,210,207,0
img805,299,747,1
img805,225,205,0
img805,315,745,1
img805,241,202,0
img805,329,747,1
img805,258,199,0
img805,347,735,1
img805,274,197,0
img805,362,725,1
img805,290,195,0
img805,376,721,1
img805,304,191,0
img805,389,715,1
img805,324,207,0
img805,404,704,1
img805,343,219,0
img805,420,696,1
img805,360,231,0
img805,434,689,1
img805,378,247,0
img805,448,681,1
img805,398,261,0
img805,465,671,1
img805,416,273,0
img805,480,663,1
img805,435,288,0
img805,495,654,1
img805,454,301,0
img805,512,645,1
img806,254,115,0
img806,76,239,1
img806,287,127,0
img806,69,279,1
img806,318,138,0
img806,63,315,1
img806,343,150,0
img806,58,348,1
img806,364,163,0
img806,52,380,1
img806,379,185,0
img806,60,407,1
img806,393,205,0
img806,75,425,1
img806,404,223,0
img806,88,442,1
img806,420,247,0
img806,104,465,1
img806,438,270,0
img806,121,488,1
img806,452,289,0
img806,135,507,1
img806,468,310,0
img806,151,528,1
img806,482,331,0
img806,167,548,1
img806,496,352,0
img806,183,569,1
img806,512,374,0
img806,199,591,1
img806,524,395,0
img806,214,609,1
img806,538,415,0
img806,229,629,1
img806,554,436,0
img806,245,649,1
img806,567,457,0
img806,260,669,1
img806,579,478,0
img806,297,675,1
img807,577,169,0
img807,123,333,1
img807,584,180,0
img807,137,345,1
img807,589,197,0
img807,148,358,1
img807,596,211,0
img807,179,370,1
img807,601,226,0
img807,179,382,1
img807,605,242,0
img807,184,396,1
img807,613,254,0
img807,193,408,1
img807,607,280,0
img807,207,419,1
img807,617,289,0
img807,215,433,1
img807,628,299,0
img807,229,445,1
img807,636,315,0
img807,240,459,1
img807,643,328,0
img807,250,471,1
img807,646,344,0
img807,261,482,1
img807,651,359,0
img807,277,496,1
img807,660,371,0
img807,284,509,1
img807,664,386,0
img807,296,521,1
img807,670,400,0
img807,307,533,1
img807,674,416,0
img807,317,546,1
img807,679,430,0
img807,327,558,1
img807,688,442,0
img807,338,571,1
img807,693,460,0
img807,350,584,1
img807,698,473,0
img807,361,596,1
img807,703,488,0
img807,373,607,1
img807,712,500,0
img807,382,621,1
img807,715,518,0
img807,398,635,1
img808,267,514,0
img808,470,584,1
img808,269,503,0
img808,473,572,1
img808,274,490,0
img808,477,560,1
img808,278,479,0
img808,481,548,1
img808,282,467,0
img808,486,536,1
img808,286,455,0
img808,490,524,1
img808,311,444,0
img808,496,512,1
img808,313,432,0
img808,498,499,1
img808,298,419,0
img808,503,488,1
img808,302,407,0
img808,507,477,1
img808,306,394,0
img808,511,463,1
img808,312,382,0
img808,515,451,1
img808,315,371,0
img808,518,440,1
img808,319,359,0
img808,522,428,1
img808,323,347,0
img808,525,416,1
img808,328,336,0
img808,530,405,1
img808,330,323,0
img808,534,392,1
img808,336,311,0
img808,538,380,1
img808,340,299,0
img808,541,367,1
img808,343,287,0
img808,546,356,1
img808,347,274,0
img808,551,343,1
img808,350,262,0
img808,555,332,1
img808,356,250,0
img808,559,320,1
img808,357,239,0
img808,563,308,1
img808,364,227,0
img808,564,296,1
img809,206,220,0
img809,418,700,1
img809,230,216,0
img809,445,702,1
img809,252,211,0
img809,468,701,1
img809,277,211,0
img809,491,699,1
img809,300,204,0
img809,517,697,1
img809,326,202,0
img809,543,694,1
img809,350,197,0
img809,569,694,1
img809,373,193,0
img809,593,692,1
img809,396,188,0
img809,618,693,1
img809,422,187,0
img809,643,692,1
img810,46,465,0
img810,753,557,1
img810,46,449,0
img810,753,542,1
img810,45,432,0
img810,751,524,1
img810,46,417,0
img810,753,509,1
img810,46,402,0
img810,754,495,1
img810,46,387,0
img810,751,479,1
img810,45,370,0
img810,752,462,1
img810,48,353,0
img810,752,445,1
img810,46,337,0
img810,753,429,1
img810,46,321,0
img810,752,413,1
img810,46,305,0
img810,750,397,1
img810,46,289,0
img810,752,382,1
img810,46,274,0
img810,752,365,1
img810,46,258,0
img810,722,339,1
img810,46,241,0
img810,726,323,1
img811,110,310,0
img811,217,578,1
img811,153,248,0
img811,266,560,1
img811,165,178,0
img811,317,552,1
img811,206,171,0
img811,360,547,1
img811,257,169,0
img811,404,529,1
img811,310,163,0
img811,454,516,1
img811,353,156,0
img811,497,507,1
img811,403,152,0
img811,542,496,1
img811,452,146,0
img811,589,481,1
img811,505,142,0
img811,628,438,1
img811,560,137,0
img811,665,377,1
img812,487,288,0
img812,90,326,1
img812,521,310,0
img812,86,349,1
img812,554,330,0
img812,86,373,1
img812,584,353,0
img812,86,400,1
img812,626,377,0
img812,67,428,1
img812,633,402,0
img812,67,456,1
img812,695,424,0
img812,60,483,1
img812,696,448,0
img812,56,508,1
img812,684,475,0
img812,56,535,1
img812,638,505,0
img812,79,558,1
img812,588,535,0
img812,98,580,1
img812,533,566,0
img812,118,605,1
img813,75,445,0
img813,178,609,1
img813,91,370,0
img813,228,587,1
img813,85,268,0
img813,277,573,1
img813,99,204,0
img813,317,552,1
img813,101,110,0
img813,367,532,1
img813,156,107,0
img813,412,514,1
img813,211,105,0
img813,459,497,1
img813,264,102,0
img813,502,477,1
img813,316,98,0
img813,546,460,1
img813,384,99,0
img813,579,406,1
img813,440,87,0
img813,616,365,1
img813,495,85,0
img813,644,320,1
img813,554,84,0
img813,676,275,1
img814,121,522,0
img814,522,540,1
img814,115,504,0
img814,550,524,1
img814,121,488,0
img814,585,507,1
img814,128,471,0
img814,615,493,1
img814,134,457,0
img814,645,479,1
img814,143,440,0
img814,673,462,1
img814,149,423,0
img814,699,444,1
img814,154,406,0
img814,682,429,1
img814,164,390,0
img814,660,412,1
img814,171,375,0
img814,643,395,1
img814,175,359,0
img814,625,378,1
img814,183,342,0
img814,600,360,1
img815,741,249,0
img815,194,428,1
img815,741,266,0
img815,199,444,1
img815,741,283,0
img815,209,460,1
img815,742,300,0
img815,209,475,1
img815,743,316,0
img815,213,489,1
img815,741,333,0
img815,233,501,1
img815,742,349,0
img815,252,513,1
img815,744,365,0
img815,268,525,1
img815,743,381,0
img815,281,535,1
img815,743,398,0
img815,302,547,1
img815,738,420,0
img815,318,558,1
img815,743,432,0
img815,331,570,1
img815,748,446,0
img815,351,582,1
img815,747,463,0
img815,364,592,1
img815,747,479,0
img815,382,602,1
img815,747,498,0
img815,404,615,1
img816,361,379,0
img816,520,608,1
img816,383,363,0
img816,581,647,1
img816,404,352,0
img816,626,671,1
img816,428,336,0
img816,681,702,1
img816,453,320,0
img816,689,659,1
img816,491,326,0
img816,700,628,1
img816,510,311,0
img816,704,589,1
img816,521,277,0
img816,713,553,1
img816,545,264,0
img816,722,516,1
img816,571,248,0
img816,729,476,1
img817,77,614,0
img817,195,723,1
img817,79,572,0
img817,245,721,1
img817,80,526,0
img817,297,720,1
img817,77,481,0
img817,349,723,1
img817,81,443,0
img817,390,719,1
img817,79,400,0
img817,443,722,1
img817,83,360,0
img817,487,719,1
img817,81,310,0
img817,544,720,1
img817,79,265,0
img817,594,722,1
img817,79,225,0
img817,634,717,1
img817,79,181,0
img817,688,721,1
img817,80,138,0
img817,721,707,1
img817,79,94,0
img817,723,664,1
img817,128,94,0
img817,720,616,1
img817,165,80,0
img817,721,570,1
img817,210,80,0
img817,722,531,1
img817,257,81,0
img817,721,491,1
img817,306,81,0
img817,722,449,1
img817,350,79,0
img817,723,409,1
img817,399,82,0
img817,722,367,1
img817,451,81,0
img817,720,320,1
img817,505,82,0
img817,722,275,1
img817,552,79,0
img817,723,234,1
img817,600,82,0
img817,723,193,1
img818,53,427,0
img818,743,531,1
img818,53,413,0
img818,743,517,1
img818,55,400,0
img818,745,505,1
img818,55,387,0
img818,745,492,1
img818,55,374,0
img818,745,478,1
img818,55,360,0
img818,745,465,1
img818,54,349,0
img818,745,452,1
img818,53,335,0
img818,746,440,1
img818,55,322,0
img818,749,427,1
img818,55,309,0
img818,747,414,1
img818,55,297,0
img818,745,401,1
img818,55,283,0
img818,745,387,1
img818,55,269,0
img818,745,374,1
img819,320,98,0
img819,162,130,1
img819,366,121,0
img819,109,170,1
img819,415,147,0
img819,54,210,1
img819,461,172,0
img819,54,243,1
img819,512,194,0
img819,56,274,1
img819,550,215,0
img819,55,298,1
img819,592,239,0
